reccount,polno,state,effdate,expdate,polage,cancel,reinstate,lapse,poltype,vehtype,deluxmulti,color,year,milecat,size,power,V96,deduct,county,limit,prem,incloss,claimct
235188,WEN9999088  ,AZ,20141106,20151106,7,1,2,0,delux,full,No,White,1981,3,1862,0,H              ,2500,11,100,2814,0,0
235205,WEN9999096  ,AZ,20131103,20141103,6,0,1,1,delux,full,No,White,1971,5,3156,0,               ,2500,81,500,4275,0,0
235206,WEN9999096  ,AZ,20141103,20151103,7,0,2,2,delux,full,No,White,1971,5,3156,0,               ,2500,81,500,4462,0,0
235219,WEN9999101  ,AZ,20130920,20140920,6,0,0,0,delux,full,No,White,1988,3,1454,0,               ,1000,81,100,2584,0,0
235220,WEN9999101  ,AZ,20140920,20150920,7,0,0,0,delux,full,No,White,1988,3,1454,0,               ,1000,81,100,2688,0,0
235233,WEN9999103  ,AZ,20131014,20141014,6,0,1,1,delux,full,No,White,1988,4,1167,0,H              ,1000,81,25,1624,0,0
235234,WEN9999103  ,AZ,20141014,20151014,7,0,1,1,delux,full,No,White,1988,4,1167,0,H              ,1000,81,25,1698,0,0
235252,WEN9999108  ,AZ,20131012,20141012,6,1,3,1,delux,econ,No,White,1977,5,1460,0,H              ,1000,9,100,2097,0,0
235253,WEN9999108  ,AZ,20141012,20151012,7,1,4,2,delux,econ,No,White,1977,5,1460,0,H              ,1000,9,100,2138,0,0
235260,WEN9999109  ,AZ,20130919,20140919,6,0,1,1,delux,full,No,White,1975,5,1422,0,               ,1000,81,25,1374,0,0
235261,WEN9999109  ,AZ,20140919,20150919,7,0,1,1,delux,full,No,White,1975,5,1422,0,G              ,1000,81,25,1439,0,0
235274,WEN9999111  ,AZ,20130915,20140915,6,0,1,1,stand,lux,stand,Blue,1980,2,2000,4,               ,500,21,25,2477,0,0
235275,WEN9999111  ,AZ,20140915,20150915,7,0,1,1,stand,lux,stand,Blue,1980,2,2000,4,               ,500,21,25,2470,0,0
235298,WEN9999122  ,AZ,20130926,20140926,6,0,1,1,delux,full,No,White,1978,5,2540,0,               ,2500,9,100,3994,0,0
235299,WEN9999122  ,AZ,20140926,20150926,7,0,2,2,delux,full,No,White,1978,5,2540,0,               ,2500,9,100,4025,0,0
235306,WEN9999123  ,AZ,20131018,20141018,6,0,0,0,delux,full,No,White,1951,4,1000,1,               ,1000,9,25,2193,0,0
235307,WEN9999123  ,AZ,20141018,20151018,7,0,0,1,delux,full,No,White,1951,4,1000,1,               ,1000,9,25,2218,0,0
235318,WEN9999126  ,AZ,20130927,20140927,6,0,1,1,stand,lux,stand,Blue,2000,3,1932,4,               ,1000,115,25,1714,0,0
235319,WEN9999126  ,AZ,20140927,20150927,7,0,2,2,stand,lux,stand,Blue,2000,3,1932,4,               ,1000,115,25,1703,0,0
235336,WEN9999133  ,AZ,20130924,20140924,6,0,0,0,delux,stand,No,White,1925,2,1470,0,               ,2500,103,25,3393,0,0
235337,WEN9999133  ,AZ,20140924,20150924,7,0,0,0,delux,stand,No,White,1925,2,1470,0,               ,2500,103,100,3474,0,0
235348,WEN9999136  ,AZ,20130918,20140918,6,1,4,2,delux,full,No,White,1960,3,1228,0,               ,1000,115,25,2260,0,0
235349,WEN9999136  ,AZ,20140918,20150918,7,1,4,2,delux,full,No,White,1960,3,1228,0,H              ,1000,115,25,2327,0,0
235350,WEN9999137  ,AZ,20141018,20151018,7,0,0,0,stand,lux,stand,Blue,1998,5,2143,4,H              ,2500,115,100,2379,0,0
235358,WEN9999139  ,AZ,20131011,20141011,6,0,3,3,delux,full,No,White,1963,4,3510,0,               ,2500,9,500,4254,0,0
235359,WEN9999139  ,AZ,20141011,20151011,7,0,3,3,delux,full,No,White,1963,4,3510,0,G              ,2500,9,500,4299,0,0
235387,WEN9999150  ,AZ,20130917,20140917,6,1,2,0,delux,stand,Yes,White,1984,5,1912,0,               ,1000,9,100,2799,0,0
235388,WEN9999150  ,AZ,20140917,20150917,7,1,2,0,delux,stand,Yes,White,1984,5,1912,0,               ,1000,9,100,2852,0,0
235396,WEN9999152  ,AZ,20131010,20141010,6,0,0,0,delux,stand,No,White,1997,5,1537,0,               ,1000,9,100,2721,0,0
235403,WEN9999153  ,AZ,20130929,20140929,6,2,6,2,delux,full,No,White,1979,3,1730,0,               ,1000,115,100,2525,0,0
235404,WEN9999153  ,AZ,20140929,20150929,7,2,6,2,delux,full,No,White,1979,3,1730,0,G              ,1000,115,100,2581,0,0
235412,WEN9999155  ,AZ,20130925,20140925,6,0,0,0,stand,lux,stand,Blue,1990,5,2580,4,               ,1000,115,25,2586,0,0
235413,WEN9999155  ,AZ,20140925,20150925,7,0,1,1,stand,lux,stand,Blue,1990,5,2580,4,H              ,1000,115,25,2579,0,0
235420,WEN9999156  ,AZ,20131017,20141017,6,0,0,0,delux,full,No,White,1977,4,2288,0,G              ,1000,81,100,2302,0,0
235427,WEN9999157  ,AZ,20130927,20140927,6,0,0,0,delux,full,No,White,1975,4,1452,0,H              ,1000,81,100,1662,0,0
235446,WEN9999162  ,AZ,20131013,20141013,6,0,0,0,delux,full,No,White,1994,5,2770,0,               ,1000,81,100,1893,0,0
235447,WEN9999162  ,AZ,20141013,20151013,7,0,0,0,delux,full,No,White,1994,5,2770,0,G              ,1000,81,500,2001,0,0
235454,WEN9999163  ,AZ,20130927,20140927,6,0,1,1,delux,full,No,White,1978,5,1344,0,               ,1000,9,100,2462,0,0
235455,WEN9999163  ,AZ,20140927,20150927,7,0,1,1,delux,full,No,White,1978,5,1344,0,               ,1000,9,100,2505,0,0
235462,WEN9999164  ,AZ,20131023,20141023,6,0,0,0,delux,full,No,White,1985,4,965,0,G              ,1000,9,25,900,0,0
235463,WEN9999164  ,AZ,20141023,20151023,7,0,0,0,delux,full,No,White,1985,4,965,0,G              ,1000,9,25,918,0,0
235489,WEN9999175  ,AZ,20130924,20140924,6,0,0,0,delux,stand,No,White,1983,4,1404,0,H              ,2500,15,100,1784,0,0
235490,WEN9999175  ,AZ,20140924,20150924,7,0,0,0,delux,stand,No,White,1983,4,1404,0,H              ,2500,15,100,1846,0,0
235497,WEN9999176  ,AZ,20131001,20141001,6,0,0,0,delux,full,No,White,1978,3,1349,0,               ,1000,81,100,2974,0,0
235498,WEN9999176  ,AZ,20141001,20151001,7,0,0,0,delux,full,No,White,1978,3,1349,0,               ,1000,81,100,3096,0,0
235509,WEN9999179  ,AZ,20130921,20140921,6,0,0,0,delux,full,No,White,1973,3,1403,0,               ,1000,115,100,2731,0,0
235519,WEN9999183  ,AZ,20130928,20140928,6,1,2,0,delux,full,No,Blue,1969,2,1731,1,H              ,1000,115,100,2096,0,0
235527,WEN9999185  ,AZ,20130912,20140912,6,0,1,1,delux,full,No,White,1963,5,1445,0,               ,2500,115,100,2072,0,0
235528,WEN9999185  ,AZ,20140912,20150912,7,0,1,1,delux,full,No,White,1963,5,1445,0,G              ,2500,115,100,2141,0,0
235535,WEN9999186  ,AZ,20130928,20140928,6,0,0,0,delux,full,No,White,1957,4,1200,0,               ,1000,9,100,2649,0,0
235542,WEN9999187  ,AZ,20130930,20140930,6,0,0,0,stand,full,stand,White,1988,3,2048,2,               ,2500,115,25,1410,0,0
235543,WEN9999187  ,AZ,20140930,20150930,7,0,0,0,stand,full,stand,White,1988,3,2048,2,O              ,2500,115,25,1410,0,0
235551,WEN9999189  ,AZ,20130911,20140911,6,1,2,0,delux,full,No,White,2005,3,1396,0,H              ,1000,115,100,1268,0,0
235552,WEN9999189  ,AZ,20140911,20150911,7,1,2,0,delux,full,No,White,2005,3,1396,0,H              ,1000,115,100,1311,0,0
235559,WEN9999190  ,AZ,20130908,20140908,6,1,3,1,delux,full,No,White,1971,3,1125,0,               ,1000,81,25,1950,0,0
235560,WEN9999190  ,AZ,20140908,20150908,7,1,3,1,delux,full,No,White,1971,3,1125,0,               ,1000,81,25,2030,0,0
235574,WEN9999194  ,AZ,20130918,20140918,6,0,0,0,delux,full,No,White,1971,5,1733,0,H              ,2500,15,100,3769,0,0
235575,WEN9999194  ,AZ,20140918,20150918,7,0,0,0,delux,full,No,White,1971,5,1733,0,H              ,2500,15,100,3826,0,0
235582,WEN9999195  ,AZ,20130918,20140918,6,1,2,0,delux,stand,No,White,1997,4,1144,0,               ,1000,71,25,2382,0,0
235602,WEN9999203  ,AZ,20131204,20141204,6,0,0,0,delux,full,No,White,1996,5,2215,0,H              ,1000,85,500,1731,0,0
235603,WEN9999203  ,AZ,20141204,20151204,7,0,0,0,delux,full,No,White,1996,5,2215,0,H              ,1000,85,500,1748,0,0
235630,WEN9999210  ,AZ,20131229,20141229,6,0,0,0,delux,full,No,White,2000,5,1515,0,G              ,1000,85,100,1619,0,0
235631,WEN9999210  ,AZ,20141229,20151229,7,0,0,0,delux,full,No,White,2000,5,1515,0,G              ,1000,85,100,1657,0,0
235640,WEN9999212  ,AZ,20131215,20141215,6,0,0,0,stand,full,stand,Blue,1972,2,1500,2,               ,1000,21,25,2477,0,0
235641,WEN9999212  ,AZ,20141215,20151215,7,0,0,0,stand,full,stand,Blue,1972,2,1500,2,               ,1000,21,25,2465,0,0
235653,WEN9999216  ,AZ,20131211,20141211,6,0,1,1,delux,full,No,White,1952,4,1850,0,               ,1000,81,100,2880,0,0
235654,WEN9999216  ,AZ,20141211,20151211,7,0,1,1,delux,full,No,White,1952,4,1850,0,H              ,1000,81,100,2886,0,0
235667,WEN9999218  ,AZ,20131201,20141201,6,0,0,0,delux,full,No,White,1965,3,2460,0,H              ,2500,103,500,2770,0,0
235668,WEN9999218  ,AZ,20141201,20151201,7,0,0,0,delux,full,No,White,1965,3,2460,0,H              ,2500,103,500,2865,0,0
235699,WEN9999226  ,AZ,20131206,20141206,6,0,1,1,stand,full,stand,Blue,1983,3,2084,1,               ,1000,99,25,3059,0,0
235700,WEN9999226  ,AZ,20141206,20151206,7,1,1,1,stand,full,stand,Blue,1983,3,2084,1,G              ,1000,99,25,3045,0,0
235707,WEN9999227  ,AZ,20131229,20141229,6,0,0,0,delux,full,No,White,1997,1,2746,0,H              ,2500,11,500,2576,0,0
235708,WEN9999227  ,AZ,20141229,20151229,7,0,0,0,delux,full,No,White,1997,1,2746,0,H              ,2500,11,500,2644,0,0
235715,WEN9999228  ,AZ,20140103,20150103,6,1,0,0,delux,full,No,White,1991,4,1194,0,               ,1000,99,100,5832,0,0
235755,WEN9999240  ,AZ,20131208,20141208,6,0,0,0,delux,full,No,White,2005,6,1738,0,               ,1000,83,100,686,0,0
235771,WEN9999244  ,AZ,20131214,20141214,6,0,0,0,delux,full,No,White,1984,4,1693,1,               ,1000,117,100,1322,0,0
235772,WEN9999244  ,AZ,20141214,20151214,7,0,0,0,delux,full,No,White,1984,4,1693,1,G              ,1000,117,100,1353,0,0
235801,WEN9999255  ,AZ,20131204,20141204,6,0,3,3,delux,stand,No,White,1982,4,1365,0,               ,2500,21,100,2213,0,0
235802,WEN9999255  ,AZ,20141204,20151204,7,0,3,3,delux,stand,No,White,1982,4,1365,0,G              ,2500,21,100,2295,0,0
235809,WEN9999256  ,AZ,20131210,20141210,6,0,0,0,stand,lux,stand,White,1974,2,1520,4,H              ,500,103,25,996,0,0
235810,WEN9999256  ,AZ,20141210,20151210,7,0,0,0,stand,lux,stand,White,1974,2,1520,4,H              ,500,103,25,993,0,0
235823,WEN9999258  ,AZ,20131216,20141216,6,0,0,0,stand,full,stand,White,1987,4,1468,1,G              ,1000,71,25,2370,0,0
235824,WEN9999258  ,AZ,20141216,20151216,7,0,0,0,stand,full,stand,White,1987,4,1468,1,G              ,1000,71,25,2365,0,0
235838,WEN9999261  ,AZ,20131219,20141219,6,0,0,0,delux,full,No,White,1980,3,2408,0,G              ,1000,9,500,3148,0,0
235839,WEN9999261  ,AZ,20141219,20151219,7,0,1,1,delux,full,No,White,1980,3,2408,0,G              ,1000,9,500,3299,0,0
235846,WEN9999262  ,AZ,20131207,20141207,6,0,2,2,stand,stand,stand,Red,1973,5,800,1,               ,1000,57,25,927,0,0
235847,WEN9999262  ,AZ,20141207,20151207,7,1,2,2,stand,stand,stand,Red,1973,5,800,1,               ,1000,57,25,922,0,0
235854,WEN9999263  ,AZ,20131215,20141215,6,2,5,1,delux,full,No,White,1973,1,3545,0,O              ,5000,11,500,7143,0,0
235862,WEN9999265  ,AZ,20131210,20141210,6,0,6,6,delux,full,No,White,1967,5,2052,0,               ,1000,9,500,3337,0,0
235863,WEN9999265  ,AZ,20141210,20151210,7,0,7,7,delux,full,No,White,1967,5,2052,0,G              ,1000,9,500,3408,0,0
235870,WEN9999266  ,AZ,20131221,20141221,6,0,0,0,delux,full,No,White,1982,4,1272,0,H              ,1000,9,100,1624,0,0
235880,WEN9999270  ,AZ,20131206,20141206,6,0,1,1,delux,full,No,Blue,2003,3,1693,0,H              ,1000,115,500,1643,0,0
235881,WEN9999270  ,AZ,20141206,20151206,7,0,1,1,delux,full,No,Blue,2003,3,1693,0,H              ,1000,115,500,1695,0,0
235889,WEN9999272  ,AZ,20131218,20141218,6,0,0,0,delux,full,No,White,1957,4,1296,1,G              ,1000,9,25,1705,0,0
235897,WEN9999274  ,AZ,20131205,20141205,6,0,0,0,delux,stand,No,White,1988,6,1372,0,               ,1000,111,100,2201,0,0
235898,WEN9999274  ,AZ,20141205,20151205,7,0,0,0,delux,stand,No,White,1988,6,1372,0,H              ,1000,111,100,2264,0,0
235924,WEN9999280  ,AZ,20131129,20141129,6,0,0,0,delux,full,No,White,1992,4,1840,0,H              ,2500,99,500,4315,0,0
235940,WEN9999284  ,AZ,20131129,20141129,6,0,0,0,delux,full,No,White,1958,3,1708,0,               ,1000,115,100,3073,0,0
235941,WEN9999284  ,AZ,20141129,20151129,7,0,0,0,delux,full,No,White,1958,3,1708,0,               ,1000,115,100,3178,0,0
235948,WEN9999285  ,AZ,20131227,20141227,6,0,0,0,delux,full,No,White,2000,5,1964,0,G              ,1000,85,100,1234,0,0
235949,WEN9999285  ,AZ,20141227,20151227,7,0,0,0,delux,full,No,White,2000,5,1964,0,G              ,1000,85,100,1247,0,0
235964,WEN9999291  ,AZ,20131202,20141202,6,0,5,5,stand,full,stand,Red,1990,3,1099,1,               ,1000,115,25,1039,0,0
235965,WEN9999291  ,AZ,20141202,20151202,7,0,5,6,stand,full,stand,Red,1990,3,1099,1,               ,1000,115,25,1034,0,0
235976,WEN9999295  ,AZ,20131205,20141205,6,0,0,0,delux,full,No,White,1976,4,1742,0,H              ,1000,81,500,2875,0,0
235977,WEN9999295  ,AZ,20141205,20151205,7,0,0,0,delux,full,No,White,1976,4,1742,0,H              ,1000,81,500,3000,0,0
235994,WEN9999302  ,AZ,20131104,20141104,6,0,0,0,delux,full,No,White,1975,4,2472,0,               ,1000,9,100,2936,0,0
236014,WEN9999306  ,AZ,20131101,20141101,6,0,1,1,delux,full,No,White,1972,2,1677,0,H              ,2500,11,100,3474,0,0
236015,WEN9999306  ,AZ,20141101,20151101,7,0,1,1,delux,full,No,White,1972,2,1677,0,H              ,2500,11,100,3541,0,0
236027,WEN9999309  ,AZ,20131028,20141028,6,0,1,1,delux,full,No,White,1981,4,1104,0,H              ,1000,15,100,2446,0,0
236040,WEN9999312  ,AZ,20131117,20141117,6,0,0,0,stand,lux,stand,White,1973,3,1400,4,               ,1000,115,25,895,0,0
236048,WEN9999314  ,AZ,20131101,20141101,6,0,0,0,delux,full,No,White,1986,3,1851,0,               ,1000,81,100,3356,0,0
236056,WEN9999317  ,AZ,20131118,20141118,6,0,0,0,stand,lux,stand,White,1994,5,2476,3,               ,1000,115,25,1827,0,0
236057,WEN9999317  ,AZ,20141118,20151118,7,0,0,0,stand,lux,stand,White,1994,5,2476,3,H              ,1000,115,25,1817,0,0
236067,WEN9999320  ,AZ,20131029,20141029,6,0,3,3,delux,full,No,White,1986,9,1376,0,H              ,2500,9,100,1601,0,0
236084,WEN9999326  ,AZ,20131129,20141129,6,0,0,0,delux,full,No,White,1979,4,1981,1,G              ,2500,99,500,4805,0,0
236085,WEN9999326  ,AZ,20141129,20151129,7,0,0,1,delux,full,No,White,1979,4,1981,1,G              ,2500,99,500,4919,0,0
236104,WEN9999333  ,AZ,20131103,20141103,6,0,0,0,delux,stand,No,White,1985,5,1266,0,H              ,1000,81,25,1992,0,0
236105,WEN9999333  ,AZ,20141103,20151103,7,0,0,0,delux,stand,No,White,1985,5,1266,0,H              ,1000,81,100,2079,0,0
236112,WEN9999334  ,AZ,20131108,20141108,6,0,0,0,stand,full,stand,White,1996,3,1238,2,               ,1000,115,25,1130,10772,1
236123,WEN9999337  ,AZ,20131101,20141101,6,0,0,0,delux,full,No,White,1972,4,1712,1,H              ,2500,99,100,2818,0,0
236124,WEN9999337  ,AZ,20141101,20151101,7,0,0,0,delux,full,No,White,1972,4,1712,1,H              ,2500,99,500,2885,0,0
236131,WEN9999338  ,AZ,20131025,20141025,6,0,0,0,delux,full,No,White,1986,4,2058,0,G              ,2500,11,500,2834,0,0
236132,WEN9999338  ,AZ,20141025,20151025,7,0,0,0,delux,full,No,White,1986,4,2058,0,G              ,2500,11,500,2913,0,0
236141,WEN9999342  ,AZ,20131101,20141101,6,0,1,1,delux,stand,Yes,White,1966,3,1189,1,G              ,1000,85,100,3273,0,0
236142,WEN9999342  ,AZ,20141101,20151101,7,0,1,1,delux,stand,Yes,White,1966,3,1189,1,G              ,1000,85,100,3331,0,0
236151,WEN9999344  ,AZ,20131108,20141108,6,0,0,0,stand,full,stand,White,1985,3,2800,2,               ,500,115,25,1125,0,0
236152,WEN9999344  ,AZ,20141108,20151108,7,0,0,0,stand,full,stand,White,1985,3,2800,2,               ,500,115,25,1121,0,0
236159,WEN9999345  ,AZ,20131107,20141107,6,0,0,0,delux,full,No,White,1994,4,1660,0,H              ,1000,9,100,1615,0,0
236160,WEN9999345  ,AZ,20141107,20151107,7,0,0,0,delux,full,No,White,1994,4,1660,0,H              ,1000,9,100,1638,0,0
236171,WEN9999351  ,AZ,20131023,20141023,6,0,2,2,delux,full,No,White,1976,3,1230,0,O              ,1000,11,25,2431,10000,1
236172,WEN9999351  ,AZ,20141023,20151023,7,0,2,2,delux,full,No,White,1976,3,1230,0,O              ,1000,11,25,2483,0,0
236189,WEN9999354  ,AZ,20131124,20141124,6,0,1,1,delux,full,No,White,1978,3,1265,0,               ,1000,115,100,2970,0,0
236200,WEN9999358  ,AZ,20131024,20141024,6,0,0,0,delux,full,No,White,1976,4,1983,0,H              ,1000,81,500,3170,0,0
236201,WEN9999358  ,AZ,20141024,20151024,7,0,1,1,delux,full,No,White,1976,4,1983,0,H              ,1000,81,500,3315,0,0
236212,WEN9999360  ,AZ,20131125,20141125,6,0,0,0,delux,stand,No,White,1987,5,1646,0,G              ,2500,85,100,2114,0,0
236213,WEN9999360  ,AZ,20141125,20151125,7,0,0,0,delux,stand,No,White,1987,5,1646,0,G              ,2500,85,100,2173,0,0
236232,WEN9999367  ,AZ,20131110,20141110,6,0,0,0,stand,lux,stand,Blue,1976,3,2632,4,               ,1000,115,500,5085,0,0
236233,WEN9999367  ,AZ,20141110,20151110,7,0,0,0,stand,lux,stand,Blue,1976,3,2632,4,H              ,1000,115,500,5058,0,0
236246,WEN9999370  ,AZ,20131030,20141030,6,2,2,0,delux,full,No,White,1977,3,1517,0,               ,1000,11,25,3698,0,0
236254,WEN9999372  ,AZ,20131120,20141120,6,0,0,0,delux,full,No,White,1998,5,1743,0,G              ,1000,81,500,1804,0,0
236255,WEN9999372  ,AZ,20141120,20151120,7,0,0,0,delux,full,No,White,1998,5,1743,0,G              ,1000,81,500,1873,0,0
236262,WEN9999373  ,AZ,20131026,20141026,6,0,0,0,delux,full,No,White,1998,2,1310,1,               ,1000,115,100,1672,0,0
236263,WEN9999373  ,AZ,20141026,20151026,7,0,0,0,delux,full,No,White,1998,2,1310,1,H              ,1000,115,100,1734,0,0
236275,WEN9999376  ,AZ,20131118,20141118,6,0,0,0,delux,full,No,White,1977,4,1104,0,               ,1000,81,25,1683,0,0
236276,WEN9999376  ,AZ,20141118,20151118,7,0,0,0,delux,full,No,White,1977,4,1104,0,G              ,1000,81,25,1755,0,0
236286,WEN9999379  ,AZ,20131116,20141116,6,0,0,0,delux,full,No,Blue,1988,4,2287,0,G              ,1000,15,500,4107,0,0
236287,WEN9999379  ,AZ,20141116,20151116,7,0,0,0,delux,full,No,Blue,1988,4,2287,0,G              ,1000,15,500,4217,0,0
236295,WEN9999382  ,AZ,20131114,20141114,6,0,1,1,delux,full,No,White,1961,4,1080,1,               ,1000,9,25,2171,0,0
236296,WEN9999382  ,AZ,20141114,20151114,7,0,1,1,delux,full,No,White,1961,4,1080,1,               ,1000,9,25,2194,0,0
236321,WEN9999389  ,AZ,20131022,20141022,6,0,0,0,delux,full,No,White,1995,2,3498,0,H              ,2500,11,500,4213,31248,1
236322,WEN9999389  ,AZ,20141022,20151022,7,0,0,0,delux,full,No,White,1995,2,3498,0,H              ,2500,11,500,4275,0,0
236330,WEN9999392  ,AZ,20131101,20141101,6,0,0,0,stand,full,stand,White,1988,3,1616,2,H              ,1000,115,25,1119,0,0
236331,WEN9999392  ,AZ,20141101,20151101,7,0,0,0,stand,full,stand,White,1988,3,1616,2,H              ,1000,115,25,1116,0,0
236350,WEN9999399  ,AZ,20131030,20141030,6,0,0,0,delux,full,No,White,1988,4,1058,0,H              ,1000,15,25,1425,0,0
236351,WEN9999399  ,AZ,20141030,20151030,7,0,0,0,delux,full,No,White,1988,4,1058,0,H              ,1000,15,25,1462,0,0
236382,WEN9999413  ,AZ,20140114,20150114,6,0,0,1,delux,full,No,White,1961,3,3148,0,O              ,2500,85,500,4186,0,0
236533,WEN9999461  ,AZ,20140115,20150115,6,0,0,1,delux,full,No,White,1968,3,1967,0,               ,2500,115,100,3453,0,0
236552,WEN9999464  ,AZ,20140126,20150126,6,1,0,0,delux,full,No,White,1980,4,1738,0,H              ,1000,15,100,2865,0,0
236565,WEN9999468  ,AZ,20140109,20150109,6,0,0,1,delux,stand,No,White,1989,4,988,1,               ,2500,61,25,2929,0,0
236627,WEN9999480  ,AZ,20131231,20141231,6,0,1,1,stand,full,stand,Red,2005,4,1342,2,               ,1000,71,25,1341,0,0
236674,WEN9999497  ,AZ,20131229,20141229,6,0,0,0,delux,full,No,White,1971,5,1053,0,G              ,1000,81,25,1169,0,0
236675,WEN9999497  ,AZ,20141229,20151229,7,0,0,0,delux,full,No,White,1971,5,1053,0,G              ,1000,81,25,1224,0,0
236684,WEN9999500  ,AZ,20131011,20141011,6,0,1,1,delux,stand,No,White,1980,5,1583,0,H              ,2500,15,100,2269,0,0
236685,WEN9999500  ,AZ,20141011,20151011,7,0,2,2,delux,stand,No,White,1980,5,1583,0,H              ,2500,15,100,2343,0,0
236692,WEN9999501  ,AZ,20131028,20141028,6,0,0,0,delux,stand,No,White,1999,3,1144,0,               ,1000,71,25,1756,0,0
236693,WEN9999501  ,AZ,20141028,20151028,7,0,0,1,delux,stand,No,White,1999,3,1144,0,H              ,1000,71,25,1785,0,0
236704,WEN9999505  ,AZ,20131107,20141107,6,0,1,1,stand,full,stand,White,1998,4,2000,3,H              ,1000,71,100,2471,0,0
236705,WEN9999505  ,AZ,20141107,20151107,7,0,2,2,stand,full,stand,White,1998,4,2000,3,H              ,1000,71,100,2430,0,0
236723,WEN9999510  ,AZ,20131031,20141031,6,0,0,0,stand,full,stand,White,1979,4,869,2,F              ,1000,15,25,1013,0,0
236732,WEN9999512  ,AZ,20131008,20141008,6,0,0,0,stand,lux,stand,White,1980,3,1336,4,               ,1000,115,25,1205,0,0
236733,WEN9999512  ,AZ,20141008,20151008,7,0,1,2,stand,lux,stand,White,1980,3,1336,4,               ,1000,115,25,1200,0,0
236740,WEN9999513  ,AZ,20131008,20141008,6,0,1,1,delux,stand,Yes,White,1984,4,1692,0,H              ,1000,9,100,2113,0,0
236741,WEN9999513  ,AZ,20141008,20151008,7,0,1,1,delux,stand,Yes,White,1984,4,1692,0,H              ,1000,9,100,2150,0,0
236748,WEN9999514  ,AZ,20131008,20141008,6,1,3,1,delux,full,No,White,1983,4,1490,0,G              ,2500,15,100,1229,0,0
236761,WEN9999516  ,AZ,20131028,20141028,6,0,1,1,delux,stand,No,White,1924,2,1306,1,               ,2500,103,100,3251,0,0
236762,WEN9999516  ,AZ,20141028,20151028,7,0,1,1,delux,stand,No,White,1924,2,1306,1,G              ,2500,103,100,2808,0,0
236770,WEN9999518  ,AZ,20131025,20141025,6,0,0,0,delux,full,No,White,1985,4,1270,1,               ,1000,9,25,1323,0,0
236771,WEN9999518  ,AZ,20141025,20151025,7,0,0,0,delux,full,No,White,1985,4,1270,1,G              ,1000,9,25,1352,0,0
236778,WEN9999519  ,AZ,20131011,20141011,6,0,0,0,stand,lux,stand,Red,1977,4,500,4,               ,500,71,25,1291,0,0
236779,WEN9999519  ,AZ,20141011,20151011,7,0,0,0,stand,lux,stand,Red,1977,4,500,4,H              ,500,71,25,1287,0,0
236791,WEN9999522  ,AZ,20131029,20141029,6,0,0,0,delux,full,No,White,1979,3,1808,0,G              ,2500,11,500,4025,0,0
236792,WEN9999522  ,AZ,20141029,20151029,7,0,0,0,delux,full,No,White,1979,3,1808,0,G              ,2500,11,500,4122,0,0
236801,WEN9999525  ,AZ,20131016,20141016,6,1,2,0,delux,full,No,White,1973,4,1200,0,               ,2500,81,25,1982,0,0
236808,WEN9999527  ,AZ,20131016,20141016,6,0,0,0,delux,full,No,White,1994,3,1590,0,               ,1000,115,500,3024,0,0
236809,WEN9999527  ,AZ,20141016,20151016,7,0,0,0,delux,full,No,White,1994,3,1590,0,H              ,1000,115,500,3141,0,0
236817,WEN9999529  ,AZ,20131023,20141023,6,0,1,1,delux,full,No,White,1981,3,1309,0,               ,2500,115,100,2355,0,0
236818,WEN9999529  ,AZ,20141023,20151023,7,0,1,1,delux,full,No,White,1981,3,1309,0,               ,2500,115,100,2450,0,0
236825,WEN9999530  ,AZ,20131012,20141012,6,0,0,0,delux,full,No,White,1976,3,1119,0,H              ,1000,115,25,1740,0,0
236826,WEN9999530  ,AZ,20141012,20151012,7,0,0,0,delux,full,No,White,1976,3,1119,0,H              ,1000,115,25,1811,0,0
236835,WEN9999533  ,AZ,20131103,20141103,6,0,0,0,delux,full,No,White,1999,2,1168,0,H              ,1000,115,100,1482,0,0
236854,WEN9999541  ,AZ,20131115,20141115,6,0,0,0,delux,full,No,White,1957,2,1080,0,H              ,1000,103,25,1823,0,0
236855,WEN9999541  ,AZ,20141115,20151115,7,0,0,0,delux,full,No,White,1957,2,1080,0,H              ,1000,103,25,1857,0,0
236867,WEN9999545  ,AZ,20131017,20141017,6,0,1,1,delux,stand,No,White,1983,4,1035,0,O              ,1000,61,25,1899,0,0
236868,WEN9999545  ,AZ,20141017,20151017,7,0,1,1,delux,stand,No,White,1983,4,1035,0,O              ,1000,61,25,1944,0,0
236881,WEN9999547  ,AZ,20131024,20141024,6,0,0,0,stand,full,stand,Blue,1990,4,900,3,H              ,500,21,25,1213,0,0
236882,WEN9999547  ,AZ,20141024,20151024,7,0,0,0,stand,full,stand,Blue,1990,4,900,3,H              ,500,21,25,1209,0,0
236913,WEN9999561  ,AZ,20131024,20141024,6,0,1,1,delux,full,No,White,1990,4,1375,0,H              ,1000,15,100,1817,0,0
236914,WEN9999561  ,AZ,20141024,20151024,7,0,1,1,delux,full,No,White,1990,4,1375,0,H              ,1000,15,100,1881,0,0
236928,WEN9999566  ,AZ,20131116,20141116,6,0,0,0,delux,full,No,White,1980,4,1674,0,               ,1000,15,100,3441,0,0
236929,WEN9999566  ,AZ,20141116,20151116,7,0,0,0,delux,full,No,White,1980,4,1674,0,O              ,1000,15,100,3492,0,0
