reccount,polno,state,effdate,expdate,polage,cancel,reinstate,lapse,poltype,vehtype,deluxmulti,color,year,milecat,size,power,V96,deduct,county,limit,prem,incloss,claimct
218156,WEN9993947  ,AZ,20141123,20151123,6,0,0,0,delux,stand,No,White,1979,6,1248,1,               ,1000,55,100,1428,0,0
218168,WEN9993949  ,AZ,20141121,20151121,6,0,0,0,delux,full,No,White,1991,4,1451,1,               ,1000,95,100,1046,0,0
218176,WEN9993951  ,AZ,20141201,20151201,6,0,0,0,delux,full,No,White,1961,3,1576,0,G              ,1000,115,100,2208,0,0
218186,WEN9993956  ,AZ,20141121,20151121,6,1,0,0,delux,full,No,White,1955,3,2235,1,               ,5000,109,500,2710,0,0
218194,WEN9993958  ,AZ,20141114,20151114,6,1,2,0,delux,full,No,White,1967,5,1689,0,               ,2500,105,100,1430,0,0
218223,WEN9993971  ,AZ,20141118,20151118,6,0,0,0,delux,full,No,White,1964,2,1318,0,G              ,2500,103,25,1446,0,0
218230,WEN9993972  ,AZ,20141125,20151125,6,0,0,0,delux,stand,No,White,1978,4,1832,1,G              ,2500,5,100,1796,0,0
218237,WEN9993973  ,AZ,20141124,20151124,6,0,0,0,delux,full,No,White,1990,5,1292,0,               ,1000,9,25,1563,0,0
218245,WEN9993975  ,AZ,20141215,20151215,6,0,0,0,stand,lux,stand,Red,1982,3,1498,0,               ,1000,115,25,2390,0,0
218258,WEN9993977  ,AZ,20141126,20151126,6,0,0,0,delux,full,No,White,1981,5,1443,0,G              ,1000,9,100,2186,0,0
218266,WEN9993979  ,AZ,20141118,20151118,6,0,2,2,stand,lux,stand,White,1998,3,5048,0,H              ,1000,115,500,4365,0,0
218284,WEN9993984  ,AZ,20141122,20151122,6,0,0,0,delux,full,No,White,1957,2,1497,0,               ,2500,103,100,4456,0,0
218291,WEN9993985  ,AZ,20141114,20151114,6,2,4,0,delux,stand,No,White,1988,3,1450,1,               ,500,31,100,1202,0,0
218307,WEN9993989  ,AZ,20141121,20151121,6,0,1,1,delux,econ,No,White,1963,6,1220,0,               ,500,123,25,1087,0,0
218314,WEN9993990  ,AZ,20141114,20151114,6,0,0,0,delux,full,No,White,1976,5,1240,0,               ,1000,19,25,1014,0,0
218322,WEN9993992  ,AZ,20141114,20151114,6,1,2,0,delux,stand,No,White,1957,5,592,0,O              ,1000,9,25,2388,0,0
218329,WEN9993993  ,AZ,20141121,20151121,6,0,1,1,delux,stand,No,White,1946,3,1318,0,               ,1000,73,25,1012,0,0
221448,WEN9995004  ,AZ,20141022,20151022,6,0,1,1,delux,stand,No,White,1942,6,1062,0,G              ,1000,45,25,1473,0,0
221481,WEN9995018  ,AZ,20141030,20151030,6,0,2,3,delux,full,No,White,1964,5,1584,0,               ,2500,9,25,2681,0,0
221493,WEN9995021  ,AZ,20141028,20151028,6,0,0,0,delux,full,No,Blue,1988,9,1134,0,H              ,1000,71,100,2603,0,0
221504,WEN9995026  ,AZ,20141027,20151027,6,0,1,1,delux,full,No,Blue,1985,4,3248,0,G              ,1000,99,500,8970,0,0
221511,WEN9995027  ,AZ,20141031,20151031,6,1,2,0,delux,stand,No,White,1983,9,1520,0,               ,1000,83,100,1872,0,0
221520,WEN9995029  ,AZ,20141020,20151020,6,0,1,1,delux,stand,No,White,1984,5,1022,0,G              ,1000,9,25,1625,0,0
221533,WEN9995032  ,AZ,20141017,20151017,6,0,2,2,stand,full,stand,White,1982,4,1452,0,               ,1000,71,25,1696,0,0
221540,WEN9995033  ,AZ,20141024,20151024,6,1,2,0,delux,full,No,White,1950,4,1115,0,               ,1000,5,25,1513,0,0
221550,WEN9995035  ,AZ,20141022,20151022,6,0,0,0,delux,full,No,White,1991,4,1336,0,               ,1000,21,25,3052,0,0
221561,WEN9995039  ,AZ,20141106,20151106,6,0,0,0,delux,full,No,White,1959,5,1426,0,O              ,1000,71,25,1424,0,0
221573,WEN9995042  ,AZ,20141113,20151113,6,0,0,0,delux,full,No,White,1964,5,1630,0,G              ,2500,9,500,3056,0,0
221580,WEN9995043  ,AZ,20141120,20151120,6,0,0,0,delux,full,No,White,1966,4,1962,1,H              ,500,127,100,1960,0,0
221587,WEN9995044  ,AZ,20141028,20151028,6,1,2,1,delux,stand,No,White,1987,4,1483,0,               ,1000,117,100,1304,0,0
221599,WEN9995047  ,AZ,20141025,20151025,6,1,2,0,delux,full,No,White,1963,5,1970,0,G              ,2500,9,500,3963,0,0
221608,WEN9995049  ,AZ,20141114,20151114,6,0,0,0,delux,full,No,Blue,2001,5,2138,0,G              ,2500,81,500,1799,0,0
221616,WEN9995052  ,AZ,20141031,20151031,6,0,0,0,stand,full,stand,Red,1988,3,1820,0,H              ,1000,21,25,1585,0,0
221623,WEN9995053  ,AZ,20141020,20151020,6,0,1,1,delux,full,No,White,1994,4,1774,1,               ,1000,81,100,2927,0,0
221630,WEN9995054  ,AZ,20141101,20151101,6,0,1,1,delux,full,No,White,1952,4,1340,0,H              ,1000,9,25,1729,0,0
221637,WEN9995055  ,AZ,20141017,20151017,6,0,0,0,delux,full,No,White,1984,3,1207,0,H              ,1000,103,25,1868,0,0
221647,WEN9995057  ,AZ,20141021,20151021,6,0,0,0,stand,lux,stand,Blue,1975,3,1029,0,H              ,1000,115,25,1679,0,0
221661,WEN9995061  ,AZ,20141025,20151025,6,0,1,1,delux,full,No,White,1964,3,1019,0,H              ,2500,115,25,1724,0,0
221668,WEN9995062  ,AZ,20141022,20151022,6,0,0,0,delux,stand,No,White,1955,2,1257,0,               ,2500,103,25,2889,0,0
221674,WEN9995063  ,AZ,20141020,20151020,6,0,0,0,stand,lux,stand,Red,1984,4,1095,0,               ,1000,127,25,1426,0,0
221681,WEN9995064  ,AZ,20141107,20151107,6,0,0,0,delux,full,No,White,1955,5,1339,0,H              ,1000,105,25,1023,0,0
221683,WEN9995066  ,AZ,20141029,20151029,6,0,0,0,stand,lux,stand,Red,1967,3,1296,0,G              ,1000,115,25,1338,0,0
221692,WEN9995069  ,AZ,20141021,20151021,6,1,8,7,delux,econ,No,White,1986,4,1610,0,G              ,2500,99,100,5087,0,0
221705,WEN9995075  ,AZ,20141027,20151027,6,0,1,1,delux,stand,No,White,1989,5,1598,0,H              ,1000,109,100,1155,0,0
221712,WEN9995076  ,AZ,20141023,20151023,6,1,2,0,delux,econ,No,White,1958,4,1344,0,O              ,1000,61,100,2218,0,0
221719,WEN9995077  ,AZ,20141020,20151020,6,0,0,0,delux,full,No,White,1986,3,1235,0,O              ,1000,81,100,1970,0,0
221737,WEN9995085  ,AZ,20141017,20151017,6,0,0,0,delux,full,No,White,1969,3,1186,0,O              ,2500,103,100,2501,0,0
221746,WEN9995087  ,AZ,20141017,20151017,6,0,0,0,delux,stand,No,White,1925,3,1212,0,               ,1000,57,25,2231,0,0
221753,WEN9995088  ,AZ,20141015,20151015,6,0,1,1,delux,full,No,Blue,1993,5,1612,0,H              ,1000,35,100,1090,0,0
221760,WEN9995089  ,AZ,20141023,20151023,6,0,0,0,delux,full,No,White,1964,2,1425,0,G              ,2500,103,100,2643,0,0
221767,WEN9995090  ,AZ,20141015,20151015,6,0,0,0,delux,full,No,White,1993,3,1768,0,H              ,2500,111,100,1586,0,0
221785,WEN9995096  ,AZ,20141016,20151016,6,0,1,1,delux,full,No,White,1986,3,1486,0,               ,1000,115,100,2426,0,0
221802,WEN9995106  ,AZ,20141014,20151014,6,0,0,1,delux,stand,No,White,1993,4,1450,1,H              ,2500,71,25,969,0,0
221809,WEN9995107  ,AZ,20140926,20150926,6,0,1,1,delux,econ,No,White,1953,4,2168,0,H              ,1000,95,100,1626,0,0
221816,WEN9995108  ,AZ,20140929,20150929,6,0,1,1,delux,full,No,Blue,1972,3,1181,0,G              ,2500,71,100,2263,0,0
221825,WEN9995110  ,AZ,20140924,20150924,6,0,0,0,delux,full,No,White,1954,4,1625,0,               ,1000,5,100,2560,0,0
221838,WEN9995115  ,AZ,20140924,20150924,6,0,0,0,delux,full,No,White,2006,4,1204,0,H              ,1000,117,25,720,0,0
221856,WEN9995118  ,AZ,20140928,20150928,6,3,4,0,delux,full,No,White,1981,3,1737,0,               ,2500,103,100,2854,0,0
221866,WEN9995121  ,AZ,20140927,20150927,6,0,0,0,delux,stand,No,White,1983,5,1090,0,O              ,1000,9,25,1704,0,0
221874,WEN9995124  ,AZ,20141002,20151002,6,0,1,1,stand,full,stand,White,1989,3,1340,0,G              ,1000,21,25,1141,0,0
221883,WEN9995127  ,AZ,20140926,20150926,6,0,2,2,delux,full,No,White,1969,2,2230,0,G              ,1000,103,100,3025,0,0
221905,WEN9995133  ,AZ,20140925,20150925,6,1,3,1,delux,stand,No,White,1981,6,2000,0,               ,5000,45,100,2372,0,0
221929,WEN9995140  ,AZ,20140930,20150930,6,0,0,0,delux,full,No,White,1982,3,2023,0,G              ,2500,115,500,2674,0,0
221936,WEN9995141  ,AZ,20140930,20150930,6,0,0,0,delux,full,No,White,2008,5,3820,0,H              ,2500,9,500,3128,0,0
221949,WEN9995144  ,AZ,20140930,20150930,6,1,2,0,delux,stand,No,White,1992,9,1600,0,               ,2500,123,25,1073,0,0
221963,WEN9995147  ,AZ,20141014,20151014,6,1,2,0,delux,full,No,White,1987,3,1348,0,G              ,1000,103,100,1966,0,0
221970,WEN9995148  ,AZ,20140929,20150929,6,0,0,0,stand,full,stand,Red,1974,3,935,0,               ,1000,103,25,1449,0,0
221983,WEN9995154  ,AZ,20140925,20150925,6,0,0,0,delux,full,No,White,1987,5,1712,0,               ,1000,109,100,1911,0,0
221990,WEN9995155  ,AZ,20141003,20151003,6,0,0,0,delux,stand,No,White,1989,5,900,0,G              ,1000,85,25,2029,0,0
222005,WEN9995158  ,AZ,20141001,20151001,6,0,0,0,delux,full,No,White,1980,3,1260,0,H              ,1000,21,100,3887,0,0
222021,WEN9995162  ,AZ,20141014,20151014,6,0,2,3,delux,full,No,White,1986,5,3887,0,H              ,1000,9,500,6590,0,0
222036,WEN9995168  ,AZ,20141010,20151010,6,0,0,0,delux,stand,No,White,1984,4,903,0,G              ,1000,9,25,1327,0,0
222058,WEN9995175  ,AZ,20141015,20151015,6,1,0,0,delux,econ,No,White,1926,3,2400,0,H              ,2500,9,500,3388,0,0
222068,WEN9995177  ,AZ,20141001,20151001,6,0,0,0,delux,stand,No,White,1955,2,1062,0,G              ,2500,103,100,3548,0,0
222079,WEN9995181  ,AZ,20140923,20150923,6,0,3,3,delux,stand,No,White,1999,3,1326,0,               ,1000,31,25,940,0,0
222086,WEN9995182  ,AZ,20140929,20150929,6,0,0,0,delux,stand,Yes,White,1986,3,1040,0,               ,1000,31,25,900,0,0
222125,WEN9995191  ,AZ,20141003,20151003,6,0,0,0,delux,full,No,White,1968,4,1888,0,G              ,2500,9,100,2666,0,0
222135,WEN9995193  ,AZ,20140925,20150925,6,0,1,1,delux,full,No,White,2006,4,2800,0,H              ,2500,15,500,2212,0,0
222147,WEN9995196  ,AZ,20140926,20150926,6,0,0,0,delux,full,No,White,1979,2,1692,0,H              ,2500,103,100,1982,0,0
222157,WEN9995199  ,AZ,20140929,20150929,6,0,0,0,delux,stand,Yes,White,1992,3,2256,0,               ,2500,9,25,1807,0,0
222173,WEN9995205  ,AZ,20141031,20151031,6,0,0,0,delux,full,No,White,1965,4,1903,0,H              ,1000,95,100,1622,0,0
222181,WEN9995207  ,AZ,20141029,20151029,6,1,2,0,delux,lux,No,White,1961,3,1107,0,O              ,1000,11,25,2340,0,0
222196,WEN9995213  ,AZ,20141115,20151115,6,0,0,0,delux,full,No,White,1951,4,1166,0,H              ,1000,127,25,1650,0,0
222206,WEN9995215  ,AZ,20141120,20151120,6,0,0,0,delux,full,No,White,1987,4,1036,0,               ,2500,15,100,2275,0,0
222239,WEN9995223  ,AZ,20141031,20151031,6,2,4,0,delux,full,No,White,1990,1,1238,0,               ,1000,95,100,1242,0,0
222259,WEN9995229  ,AZ,20141109,20151109,6,0,0,0,stand,full,stand,Blue,1990,4,2130,0,H              ,1000,21,25,1846,0,0
222276,WEN9995235  ,AZ,20141031,20151031,6,0,0,0,delux,full,No,White,1981,5,1395,0,               ,1000,57,100,2830,0,0
222293,WEN9995239  ,AZ,20141128,20151128,6,0,1,1,delux,stand,No,White,1995,6,1314,1,               ,1000,45,25,2283,0,0
222300,WEN9995240  ,AZ,20141103,20151103,6,0,0,0,delux,stand,No,White,1993,4,1741,0,G              ,2500,5,500,1683,0,0
222333,WEN9995247  ,AZ,20141109,20151109,6,0,0,0,delux,full,No,White,1965,5,1908,0,               ,1000,9,100,4450,0,0
222346,WEN9995250  ,AZ,20141104,20151104,6,0,0,0,delux,full,No,White,1998,4,1442,0,H              ,1000,9,100,1339,0,0
222354,WEN9995252  ,AZ,20141107,20151107,6,0,0,0,delux,stand,No,Blue,1988,2,1012,0,               ,1000,115,25,2397,0,0
222365,WEN9995256  ,AZ,20141120,20151120,6,0,0,0,delux,full,No,White,1978,5,2292,1,H              ,1000,9,500,4399,0,0
222372,WEN9995258  ,AZ,20141028,20151028,6,0,0,0,stand,full,stand,Blue,1984,3,1984,0,H              ,1000,115,25,1073,0,0
222385,WEN9995263  ,AZ,20141129,20151129,6,1,2,1,delux,full,No,White,1971,3,927,0,               ,1000,103,25,2237,0,0
222415,WEN9995275  ,AZ,20141031,20151031,6,0,0,0,delux,econ,No,White,1961,4,1677,0,H              ,1000,9,100,2075,0,0
222425,WEN9995278  ,AZ,20141031,20151031,6,0,0,0,delux,full,No,White,1982,3,1506,0,               ,1000,105,100,1226,0,0
222432,WEN9995279  ,AZ,20141030,20151030,6,1,2,0,delux,stand,No,White,1979,4,3200,2,               ,2500,127,500,906,0,0
222439,WEN9995280  ,AZ,20141103,20151103,6,0,0,0,delux,stand,No,Blue,1979,4,1496,0,               ,1000,127,100,1030,0,0
222451,WEN9995282  ,AZ,20141030,20151030,6,0,0,0,delux,full,No,White,1977,5,1191,0,H              ,1000,9,25,2114,0,0
222468,WEN9995286  ,AZ,20141101,20151101,6,0,0,0,stand,full,stand,Blue,1974,4,1246,0,               ,500,15,25,1435,0,0
222477,WEN9995288  ,AZ,20141031,20151031,6,0,1,1,delux,stand,No,White,1989,4,2182,0,H              ,2500,81,500,2109,0,0
222513,WEN9995302  ,AZ,20141013,20151013,6,0,2,2,delux,full,No,White,1989,4,2533,1,H              ,1000,127,500,1847,0,0
222520,WEN9995303  ,AZ,20141015,20151015,6,1,2,0,delux,stand,Yes,White,1980,4,1208,0,               ,1000,127,25,1873,0,0
222527,WEN9995304  ,AZ,20141010,20151010,6,0,1,1,delux,full,No,White,1996,5,1689,0,               ,1000,109,100,984,0,0
222541,WEN9995307  ,AZ,20141024,20151024,6,1,6,4,delux,full,No,White,1993,5,1531,0,G              ,1000,81,100,1565,0,0
222548,WEN9995308  ,AZ,20141020,20151020,6,0,1,1,delux,full,No,White,1977,3,2000,0,H              ,1000,57,100,2220,0,0
222561,WEN9995312  ,AZ,20141020,20151020,6,0,0,0,delux,stand,No,White,1995,4,1780,0,               ,1000,127,100,2529,0,0
222568,WEN9995313  ,AZ,20141017,20151017,6,2,2,0,delux,stand,No,White,1975,5,1536,0,               ,1000,109,100,1343,0,0
222575,WEN9995314  ,AZ,20141010,20151010,6,0,0,0,delux,full,No,White,1965,3,2034,0,               ,2500,103,500,4451,9603,1
222597,WEN9995318  ,AZ,20141023,20151023,6,1,3,1,delux,stand,No,White,1991,4,1106,0,H              ,1000,71,100,2149,0,0
222612,WEN9995323  ,AZ,20141026,20151026,6,0,0,0,delux,full,No,White,1956,5,1637,0,               ,1000,105,25,1161,0,0
222629,WEN9995326  ,AZ,20141115,20151115,6,0,0,0,delux,full,No,White,1996,4,1184,0,H              ,1000,61,100,1881,0,0
222659,WEN9995334  ,AZ,20141030,20151030,6,0,0,0,delux,full,No,White,1989,4,1322,0,G              ,1000,9,100,1106,0,0
222667,WEN9995337  ,AZ,20141010,20151010,6,1,3,1,delux,full,No,White,1958,2,2267,0,               ,1000,73,100,1290,0,0
222692,WEN9995346  ,AZ,20141017,20151017,6,0,0,0,delux,full,No,White,1977,4,1220,0,H              ,2500,71,100,1431,0,0
222700,WEN9995350  ,AZ,20141012,20151012,6,0,0,0,delux,full,No,White,1972,3,3176,0,               ,1000,117,500,2304,0,0
222715,WEN9995356  ,AZ,20141010,20151010,6,2,7,3,delux,stand,No,White,1986,9,884,0,               ,1000,83,25,1402,0,0
222733,WEN9995361  ,AZ,20141014,20151014,6,0,0,0,delux,stand,No,White,1925,5,2212,0,H              ,2500,81,500,5858,0,0
222740,WEN9995362  ,AZ,20141031,20151031,6,1,0,0,delux,full,No,Blue,1994,5,2364,0,H              ,1000,85,500,3694,0,0
222752,WEN9995366  ,AZ,20141023,20151023,6,0,0,0,delux,stand,No,White,1985,9,1075,0,H              ,1000,83,25,1362,0,0
222760,WEN9995368  ,AZ,20141031,20151031,6,0,0,0,delux,full,No,White,2005,8,1333,0,H              ,1000,115,100,1633,0,0
222767,WEN9995369  ,AZ,20141021,20151021,6,0,0,0,delux,full,No,White,1956,4,1228,1,               ,1000,9,25,1743,0,0
222774,WEN9995370  ,AZ,20141013,20151013,6,0,2,2,delux,stand,No,White,1984,5,2179,0,               ,1000,105,100,2598,0,0
222781,WEN9995371  ,AZ,20141021,20151021,6,0,1,1,delux,full,No,White,1987,3,1717,0,H              ,1000,9,100,1457,0,0
222794,WEN9995377  ,AZ,20141017,20151017,6,0,1,1,delux,full,No,White,1958,5,1342,0,G              ,2500,9,100,1924,0,0
222809,WEN9995380  ,AZ,20141010,20151010,6,0,0,0,delux,stand,No,White,1986,4,2037,0,H              ,1000,9,100,2067,0,0
222825,WEN9995385  ,AZ,20141008,20151008,6,0,1,1,stand,lux,stand,Blue,1975,3,1380,0,H              ,1000,115,25,1104,0,0
222832,WEN9995386  ,AZ,20141012,20151012,6,0,0,0,delux,full,No,White,1961,4,1324,1,H              ,2500,9,100,1408,0,0
222843,WEN9995389  ,AZ,20141018,20151018,6,0,1,1,delux,full,No,White,1993,3,1938,0,H              ,2500,115,500,1828,0,0
222850,WEN9995390  ,AZ,20141020,20151020,6,0,0,0,delux,full,No,White,1957,4,2070,1,H              ,2500,9,500,4153,0,0
222860,WEN9995392  ,AZ,20141010,20151010,6,0,0,0,delux,full,No,Blue,1999,3,1463,0,H              ,1000,71,100,1588,0,0
222877,WEN9995397  ,AZ,20141010,20151010,6,0,1,1,delux,stand,No,White,1997,5,2716,2,G              ,1000,127,500,1799,0,0
222894,WEN9995401  ,AZ,20141110,20151110,6,0,0,0,stand,full,stand,Red,1982,3,1400,0,               ,1000,103,25,1333,0,0
222906,WEN9995403  ,AZ,20141111,20151111,6,0,1,1,delux,full,No,Blue,1969,2,1263,0,O              ,2500,103,100,1679,0,0
222920,WEN9995406  ,AZ,20141111,20151111,6,0,0,0,delux,full,No,White,1953,2,1315,0,H              ,2500,103,25,1514,0,0
222930,WEN9995409  ,AZ,20141130,20151130,6,0,0,0,delux,full,No,White,1999,6,1810,0,               ,2500,81,100,2541,0,0
222945,WEN9995413  ,AZ,20141119,20151119,6,2,5,1,delux,full,No,White,1984,4,1136,0,               ,500,95,25,928,0,0
222957,WEN9995417  ,AZ,20141127,20151127,6,1,2,0,delux,stand,Yes,White,1987,5,1346,0,G              ,1000,9,100,1904,0,0
222964,WEN9995418  ,AZ,20141207,20151207,6,0,0,1,delux,full,No,White,1976,5,1641,0,               ,1000,5,100,2133,0,0
222971,WEN9995419  ,AZ,20141107,20151107,6,0,0,0,stand,full,stand,Blue,1999,4,950,0,               ,500,5,25,1105,0,0
222990,WEN9995426  ,AZ,20141112,20151112,6,1,2,0,delux,full,No,White,1978,4,2920,1,G              ,2500,9,500,3699,0,0
222999,WEN9995428  ,AZ,20141127,20151127,6,0,0,0,delux,stand,No,White,2000,4,1924,0,G              ,1000,5,100,2862,0,0
223017,WEN9995434  ,AZ,20141203,20151203,6,0,0,0,delux,full,No,White,1997,3,1505,1,H              ,1000,71,100,2283,0,0
223033,WEN9995440  ,AZ,20141119,20151119,6,0,0,0,delux,full,Yes,White,2008,4,1560,0,G              ,1000,95,100,905,0,0
223041,WEN9995443  ,AZ,20141114,20151114,6,0,4,4,delux,full,No,White,1961,5,2832,3,G              ,2500,9,500,2932,0,0
223053,WEN9995447  ,AZ,20141208,20151208,6,0,0,0,delux,stand,No,White,1954,3,1785,0,               ,1000,115,100,3979,0,0
223060,WEN9995448  ,AZ,20141117,20151117,6,1,2,0,delux,full,No,White,1961,4,1279,1,G              ,1000,127,100,1776,0,0
223067,WEN9995449  ,AZ,20141117,20151117,6,0,0,0,delux,full,No,White,1963,4,2540,1,G              ,2500,9,500,2537,0,0
223074,WEN9995450  ,AZ,20141122,20151122,6,0,1,1,delux,full,No,White,2001,4,2384,0,H              ,1000,97,100,1279,0,0
223081,WEN9995451  ,AZ,20141122,20151122,6,1,0,0,delux,full,No,White,1955,2,1279,0,H              ,1000,103,100,2877,0,0
223088,WEN9995452  ,AZ,20141114,20151114,6,0,0,0,delux,stand,No,White,1988,3,1348,0,               ,2500,103,100,2505,0,0
223103,WEN9995456  ,AZ,20141118,20151118,6,0,0,0,delux,full,No,Blue,1985,5,1743,0,O              ,1000,81,100,1806,0,0
223111,WEN9995459  ,AZ,20141208,20151208,6,1,2,0,delux,stand,No,White,1983,9,1224,1,               ,1000,69,100,2829,0,0
223121,WEN9995463  ,AZ,20141213,20151213,6,0,0,0,delux,full,No,White,1962,5,1098,1,O              ,1000,9,100,2057,0,0
223171,WEN9995479  ,AZ,20141030,20151030,6,0,0,0,delux,full,No,White,1997,4,2400,0,H              ,1000,71,500,2802,0,0
223178,WEN9995480  ,AZ,20141101,20151101,6,1,1,1,delux,stand,No,White,1987,4,2323,0,G              ,1000,71,100,2721,0,0
223209,WEN9995492  ,AZ,20141207,20151207,6,0,0,0,delux,full,No,White,1956,4,1597,0,               ,2500,5,100,1872,0,0
223219,WEN9995495  ,AZ,20141124,20151124,6,0,0,0,delux,stand,No,White,1989,3,1136,0,G              ,1000,71,25,1464,0,0
223226,WEN9995496  ,AZ,20141201,20151201,6,1,3,1,delux,full,No,White,1961,5,1612,0,O              ,2500,109,100,1122,0,0
223233,WEN9995497  ,AZ,20141114,20151114,6,0,1,1,delux,full,No,White,1987,5,1064,0,G              ,1000,9,25,885,0,0
223246,WEN9995500  ,AZ,20141005,20151005,6,0,0,0,delux,full,No,White,1954,3,1817,0,H              ,2500,109,100,1565,0,0
223258,WEN9995502  ,AZ,20141006,20151006,6,0,1,1,delux,full,No,White,1972,4,1168,0,               ,500,127,25,1472,0,0
223265,WEN9995503  ,AZ,20141003,20151003,6,0,1,1,delux,stand,No,White,2004,4,3098,0,H              ,1000,117,500,1604,0,0
223275,WEN9995505  ,AZ,20141010,20151010,6,0,0,0,delux,stand,No,White,2000,4,2003,0,G              ,2500,97,500,1556,0,0
223288,WEN9995507  ,AZ,20141029,20151029,6,0,0,0,delux,full,No,White,1941,4,1008,0,               ,1000,5,25,1659,0,0
223295,WEN9995508  ,AZ,20141008,20151008,6,0,0,0,delux,stand,No,White,1987,3,1624,0,H              ,1000,9,100,1935,0,0
223333,WEN9995522  ,AZ,20141007,20151007,6,0,1,1,delux,stand,No,White,1926,4,808,0,               ,1000,69,25,1551,0,0
223340,WEN9995523  ,AZ,20141030,20151030,6,1,2,0,delux,econ,Yes,White,1990,4,1600,0,G              ,1000,9,100,1998,0,0
223364,WEN9995527  ,AZ,20141010,20151010,6,0,0,0,delux,econ,No,White,1953,4,1206,0,G              ,1000,5,100,1392,0,0
223390,WEN9995535  ,AZ,20141004,20151004,6,0,0,0,delux,full,No,White,1983,3,1870,0,H              ,1000,111,500,2581,0,0
223404,WEN9995538  ,AZ,20141015,20151015,6,0,0,0,delux,stand,Yes,White,1981,4,1394,0,               ,1000,5,100,1816,0,0
223411,WEN9995539  ,AZ,20141002,20151002,6,0,1,1,delux,stand,No,White,1947,1,1788,0,G              ,1000,95,100,2296,0,0
223419,WEN9995541  ,AZ,20141008,20151008,6,0,0,0,stand,lux,stand,Red,1987,3,1800,0,H              ,1000,21,25,2076,0,0
223430,WEN9995543  ,AZ,20141011,20151011,6,0,1,1,delux,full,No,White,1978,3,1369,0,               ,1000,31,100,1733,0,0
223437,WEN9995544  ,AZ,20141008,20151008,6,0,0,0,stand,lux,stand,Blue,1980,5,1062,0,H              ,1000,127,25,866,0,0
223452,WEN9995549  ,AZ,20141010,20151010,6,0,1,1,delux,full,No,White,1977,2,1631,0,               ,500,95,100,1962,0,0
223459,WEN9995550  ,AZ,20141003,20151003,6,0,0,0,delux,stand,No,White,1984,3,1056,0,H              ,1000,9,25,964,0,0
223474,WEN9995554  ,AZ,20141002,20151002,6,0,0,0,delux,full,No,White,1978,8,1356,0,G              ,2500,115,100,2383,0,0
223481,WEN9995555  ,AZ,20141030,20151030,6,0,0,0,delux,full,No,White,1978,5,990,0,G              ,1000,115,25,1924,0,0
223488,WEN9995556  ,AZ,20141017,20151017,6,0,0,0,delux,full,No,White,1985,5,1893,0,H              ,2500,15,100,3226,0,0
223506,WEN9995560  ,AZ,20141007,20151007,6,0,0,0,delux,full,No,White,2002,4,1187,0,H              ,500,81,100,1614,0,0
223513,WEN9995561  ,AZ,20141022,20151022,6,0,0,0,delux,full,No,White,1992,9,912,0,               ,1000,127,25,1780,0,0
223520,WEN9995562  ,AZ,20141018,20151018,6,0,1,1,delux,stand,No,White,1984,5,2152,1,               ,2500,9,500,3234,0,0
223534,WEN9995565  ,AZ,20141020,20151020,6,0,0,0,delux,full,No,White,1973,2,2916,0,G              ,5000,103,500,4222,0,0
223560,WEN9995575  ,AZ,20141006,20151006,6,0,0,0,delux,full,No,White,1955,2,1596,0,H              ,1000,103,100,2863,0,0
223587,WEN9995581  ,AZ,20140925,20150925,6,0,0,0,delux,stand,No,White,1979,5,1349,0,               ,1000,85,100,6386,0,0
223594,WEN9995582  ,AZ,20141029,20151029,6,0,1,1,delux,stand,No,Blue,1980,5,1830,0,G              ,1000,105,100,1938,0,0
223613,WEN9995588  ,AZ,20141009,20151009,6,1,3,1,delux,full,No,White,1981,3,1380,0,               ,500,69,25,1231,0,0
223631,WEN9995592  ,AZ,20141020,20151020,6,0,0,0,delux,full,No,White,1993,4,1920,0,G              ,2500,99,500,4080,0,0
223638,WEN9995593  ,AZ,20141001,20151001,6,0,1,2,stand,lux,stand,Blue,1994,3,1856,0,               ,1000,21,25,5749,0,0
223645,WEN9995594  ,AZ,20141003,20151003,6,0,0,0,delux,full,No,White,1973,2,1735,0,H              ,2500,103,100,2485,0,0
223666,WEN9995599  ,AZ,20141004,20151004,6,1,2,0,delux,full,No,White,1972,5,1375,0,G              ,1000,35,100,910,0,0
223672,WEN9995601  ,AZ,20141123,20151123,6,0,2,2,delux,stand,No,White,1986,9,1316,0,H              ,1000,9,100,2093,0,0
223711,WEN9995610  ,AZ,20141106,20151106,6,0,0,0,delux,full,No,White,1994,4,2250,1,H              ,1000,127,500,1268,0,0
223730,WEN9995614  ,AZ,20141105,20151105,6,0,3,3,delux,full,No,White,1961,5,1407,0,G              ,2500,9,100,1658,0,0
223737,WEN9995615  ,AZ,20141114,20151114,6,0,0,0,delux,stand,No,White,1980,3,1005,1,               ,2500,9,25,1678,0,0
223745,WEN9995617  ,AZ,20141103,20151103,6,0,0,0,delux,full,No,White,1969,2,2367,0,H              ,2500,21,500,7524,0,0
223766,WEN9995627  ,AZ,20141106,20151106,6,0,0,0,stand,full,stand,Blue,2002,3,2150,0,O              ,1000,21,25,1621,0,0
223778,WEN9995630  ,AZ,20141105,20151105,6,0,1,2,delux,full,No,White,1978,8,1128,1,G              ,1000,115,100,3404,0,0
